"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94"
0,0.679499563480856,0.18415619912639,0.188822518121587,0.175376779592715,0.439040627898676,0.162549052493867,0.148626831189636,0.195045367944398,0.440782894240973,0.384561388728381,0.372801871678851,0.158049249224195,0.28981829060249,0.343437353730247,0.00470490313410185,0.374041152029586,0.242545976770292,0.293201567628809,0.0318016568543191,0.313553033607516,0.00467690563229188,0.353447052295301,0.400229240419989,0.324936775153995,0.331761461930557,0.310014504468408,0.2511284734555,0.258044492441286,0.133006880299422,0.304030299172959,0.331755722225986,0.0774548353590111,0.460716229301763,0.395880053011951,0.254400850509056,0.260590261482474,0.0496961813835762,0.259903481590585,0.288402441419463,0.257107521176344,0.226074267079895,0.215807156405555,0.255165640240172,0.303381594996012,0.183232462085401,0.379344614918645,0.304133218288561,0.177149406916497,0.377351672695676,0.307042213978102,0.283823697177551,0.175374557822244,0.354570635468923,0.281227490589616,0.398399365946875,0.252462507037783,0.327450854089363,0.420019068710434,0.29128952706279,0.231945416074295,0.108412693151141,0.226689985544428,0.42326768366131,0.304809912074521,0.20270529356176,0.170187969030517,0.274298664003098,0.20427585687849,0.254153943963336,0.382930127889898,0.183066734543358,0.227994978538252,0.265077226241193,0.488501089249801,0.214145057437439,0.238479480459116,0.183759537325979,0.36703433323687,0.27617404404317,0.285148221846457,0.198234890505653,0.353989288667302,0.307767246498808,0.198047453556737,0.149760021034979,0.25089833329894,0.258145158153955,0.245134325018763,0.246777352165054,0.310478595140715,0.231897887555954,0.372533728121917,0.0433604533101168
0.679499563480856,0,0.664940773605678,0.674277525687419,0.647095101827221,0.815694156898972,0.68310141584314,0.71578889863362,0.804309398655177,0.79299218959149,0.767266391876182,0.816669029995135,0.699624126387089,0.68476845693878,0.733632485957657,0.679450554998303,0.838746973708357,0.780311572725515,0.842158872675601,0.709503087078708,0.823923267371184,0.678656006522316,0.850800290933607,0.950978247071782,0.820164092072708,0.794101686222491,0.832930777995572,0.74593094568328,0.772712171881164,0.736005027933482,0.640520769555622,0.699320459738488,0.66387676184484,1,0.875212118099553,0.715180725829538,0.749791676467941,0.636020241423545,0.75313670369807,0.72518454867844,0.704017717152458,0.843225420745208,0.825539313150883,0.800788792555042,0.798873628199157,0.683884317638494,0.647687614753677,0.700245488424451,0.648162480794442,0.778612144337954,0.890794423328934,0.697907378210108,0.70519362823149,0.8337257374548,0.811938264699963,0.874717114608833,0.806950717638687,0.9268430529506,0.734207998521889,0.726878522971325,0.702759603974658,0.632482865497443,0.795622917985862,0.762137307597698,0.742826408032933,0.755247501821673,0.73238256798985,0.757240309104614,0.882677858323184,0.783624992786799,0.898588475553294,0.712565670890324,0.761472340178239,0.652302600883536,0.622347535908451,0.760841270539727,0.743534021785819,0.754865686980997,0.734946048358428,0.880375455429655,0.765942967714083,0.755190642353175,0.904522509548278,0.857116666733991,0.679960484686892,0.766602647712328,0.795624455565178,0.631577024848863,0.736970479261939,0.771201805439624,0.806165242355294,0.702780944411812,0.851467287772128,0.654371348698275
0.18415619912639,0.664940773605678,0,0.0103364528458317,0.0203415008610693,0.623183662141823,0.344944219872641,0.332730933540519,0.145734343887164,0.624766661506125,0.568438755641472,0.215519374276219,0.0454065388743041,0.106379429342227,0.165385133548869,0.188796538093017,0.225566411789244,0.119002107567342,0.183944180672306,0.180898417551054,0.180016303432884,0.188573469396466,0.218022444615535,0.301500050833139,0.184216007948589,0.175605536737606,0.184011251808111,0.0966568758942064,0.118627644978741,0.0983297082317571,0.477814798257229,0.512599532356146,0.10711151629588,0.359750613845757,0.257038787153015,0.0817321235817844,0.444715078376317,0.205948846751866,0.106313449440396,0.471880018764031,0.0795514542666269,0.18239789198021,0.164305697792711,0.139550980275473,0.159343846893341,0.0190327732319211,0.552708543093492,0.485637749297099,0.0185271356569308,0.561472998187694,0.227363082402052,0.102449227336932,0.042313599268593,0.209949093767521,0.156910454769006,0.258484840033988,0.14420482779444,0.262437196979691,0.601727111429251,0.474807685595547,0.414949278556219,0.278231066222207,0.130705940878271,0.244811084482448,0.133849948527877,0.0903253945384977,0.0724819758860237,0.117607114134228,0.278893814534256,0.436427117824805,0.261270988853547,0.0481374418113986,0.411199275244433,0.441446496443831,0.65477127850644,0.096222637807406,0.0884023225498918,0.365920417498088,0.187609972641896,0.215535280441035,0.129485230225818,0.380989755357015,0.525118217149068,0.483248436017689,0.020045128653976,0.122551682680111,0.134111425006234,0.430832028626353,0.429285478206672,0.429824473005984,0.167728125529112,0.414903996402618,0.230382623506626,0.146958350267429
0.188822518121587,0.674277525687419,0.0103364528458317,0,0.0306690472284292,0.627571068199766,0.350373605139387,0.337138364607461,0.1384012911725,0.629605381151071,0.573369659611588,0.206030895396268,0.0423396890989343,0.101000865196689,0.158024935956623,0.193495661381663,0.215696885258941,0.108862272885238,0.173742647910384,0.183899292270445,0.169708550897095,0.193310503929177,0.207796726187682,0.291212871159259,0.174016041958726,0.165904458363654,0.173674804002513,0.086454488004129,0.108291300858377,0.0954205646218983,0.484689133711043,0.518516921409671,0.112442405102295,0.349421731851316,0.246950951655256,0.0727709968184728,0.449100596544078,0.212578940938379,0.0961415820516536,0.47702996710357,0.0715284589494076,0.174418422776725,0.156333918064776,0.129443111932119,0.149145576230724,0.0114979529023164,0.559716835362451,0.491395414713487,0.0288632033714918,0.566124192595156,0.217580434632262,0.0958396386178635,0.0355750040378918,0.199909908781228,0.14659989900323,0.248425928601723,0.13424637409598,0.252851284974627,0.607496908193642,0.479939393815137,0.420261056743508,0.284901517758945,0.121364258322832,0.237745188421498,0.125134760843773,0.0812248156556184,0.0659542998003907,0.107624633063674,0.275077168609167,0.439878231554823,0.250950993709363,0.0399927532884363,0.414993123289155,0.447979480752089,0.662525560071731,0.0866266466124932,0.0780782232097988,0.369451089519819,0.180648708672695,0.206409802695395,0.119529280256184,0.384664937265208,0.526464139496396,0.485288019486272,0.010529204632618,0.117873586290096,0.124015410790141,0.437743476644563,0.433864923274302,0.43353742414986,0.157526766000731,0.420215004381307,0.220324218000337,0.152875015748398
0.175376779592715,0.647095101827221,0.0203415008610693,0.0306690472284292,0,0.613872577954387,0.333961852090534,0.323810523542438,0.160448669007449,0.614576911272175,0.558121726363092,0.234741850048778,0.0559210429960039,0.119631817065095,0.181336724842888,0.179913621899004,0.245351616944379,0.138852746397446,0.203888169895255,0.175551168234128,0.200353585920779,0.17961423932867,0.238284639980727,0.321634526661848,0.204451902133633,0.195174376805571,0.20432976744627,0.116911701380169,0.138950259571495,0.10584380940564,0.46380253049143,0.500416237595081,0.0979637335313204,0.380015802387147,0.277124132205483,0.100518455851138,0.435616959453258,0.19297379766847,0.126534031073883,0.461242344350962,0.09711770845177,0.198105098342792,0.180071872878894,0.159320801695085,0.179580959154517,0.0376521843146903,0.538377535679503,0.473794265196688,0.00217441300803712,0.551708158586926,0.246414138796091,0.117687181635205,0.0581769535991993,0.229977085799577,0.177123209955729,0.278530491055903,0.163677619349328,0.281067399835153,0.589751355139517,0.464202057827586,0.404073222613551,0.264922002648005,0.149070889547679,0.260012547225613,0.152044466623156,0.108469203952024,0.0868377056967919,0.137601896459535,0.286336824967135,0.429182510710792,0.281612306095303,0.0655393045165617,0.403323907301932,0.428136609657054,0.638958514843759,0.115151795567235,0.10874361558141,0.358659547462341,0.202810562789708,0.233313170611361,0.149437613232563,0.373409119693863,0.521875238712857,0.478704618415931,0.0401125476125763,0.132757308202395,0.1538622239353,0.416793777154716,0.419829722597342,0.422075281826652,0.187967555200392,0.404029528167627,0.250432329683262,0.135909146250996
0.439040627898676,0.815694156898972,0.623183662141823,0.627571068199766,0.613872577954387,0,0.281911915162992,0.290462480862253,0.587257388652188,0.0255603236121142,0.0621247369350252,0.790500429447558,0.593680277291533,0.728396908539948,0.778189849738017,0.434413772930756,0.784226872434542,0.658574259618112,0.687567057431415,0.445412331119006,0.721004577226709,0.434653757772005,0.75551292482273,0.756075799468077,0.73565611963948,0.752504483621017,0.712715193858438,0.679601070312214,0.678773859904017,0.555250297262342,0.199521843333611,0.138117350749968,0.516350947886389,0.803685030334635,0.794401173723561,0.689452033644774,0.178478594595352,0.425276300839051,0.686969645484647,0.156021027987308,0.693756305121315,0.597184015363775,0.598333745722666,0.663785933986646,0.71955757234151,0.621288765440083,0.168745107883543,0.155205494778252,0.615725757131138,0.0632255064030069,0.672557300718917,0.72146613740981,0.610285925354377,0.764026913539987,0.688892178753793,0.797585475617986,0.657485411440257,0.670797387828994,0.0821051634839376,0.152974539045253,0.212796421731168,0.35852490672929,0.632789489795927,0.856654339898874,0.736671023242654,0.624343484096946,0.597511009352021,0.701192302976264,0.465264738366813,0.192612233659567,0.767031648952629,0.616641620855621,0.214161033283366,0.213604212397872,0.219591407307404,0.634777035425563,0.666842055526339,0.260599187544686,0.802285475700098,0.636888513198657,0.710376415601304,0.244771983861576,0.181307186610767,0.181838705539089,0.636479231937511,0.55664619515906,0.661291047887404,0.233988699556638,0.194042974002592,0.196423350599314,0.724777715351112,0.212832120483264,0.77744719763734,0.47814573553835
0.162549052493867,0.68310141584314,0.344944219872641,0.350373605139387,0.333961852090534,0.281911915162992,0,0.0385810903062587,0.341377301898088,0.28092278615111,0.224407354594852,0.532630532138642,0.320579039728377,0.451230091186186,0.505969583362263,0.157846545837535,0.531802007736409,0.400386436306223,0.444061496647877,0.1769270986904,0.469615476223302,0.157918845757264,0.5083703065772,0.539552605365996,0.482243368760422,0.492055450942054,0.464365723513906,0.412774034484897,0.417648667336698,0.29101219638013,0.149068873564042,0.169350367050624,0.237954466477044,0.597285539515848,0.550340150547498,0.416949709400554,0.107850045434008,0.143373344042303,0.421274857318611,0.127358254381729,0.41952565749359,0.363965772687247,0.358585747103804,0.410551669524548,0.462115640588723,0.345388572944087,0.222405940343163,0.141601994915113,0.335902097032882,0.218955414030439,0.446612147635907,0.445905193003715,0.33787116164513,0.511876089857225,0.436789141656383,0.553111421768283,0.406412766952341,0.458505668622705,0.257484183160331,0.130339763059985,0.0701128292053096,0.0796312532892457,0.380400850621647,0.585815614746022,0.467208599073549,0.361878723885375,0.330846901083752,0.435716455755771,0.278135066415654,0.119060766219787,0.532240010962342,0.345414589780905,0.0907589355373016,0.108307760268379,0.335880151712593,0.37314220585388,0.400026419712458,0.0717688973808313,0.529517894946474,0.412123631246011,0.446237812186654,0.0739466012471233,0.243130597626163,0.191568597008875,0.359907939542184,0.301077212996257,0.406856112576714,0.108330086071746,0.0905599691326313,0.107548042848039,0.468720997305651,0.0700693577124397,0.528671286004768,0.19817882732488
0.148626831189636,0.71578889863362,0.332730933540519,0.337138364607461,0.323810523542438,0.290462480862253,0.0385810903062587,0,0.314144770855265,0.292913104597202,0.237078716935088,0.510305608519911,0.304112916435246,0.438032778380449,0.48949684666045,0.144021641060949,0.507838476845885,0.377389237099377,0.417196419978359,0.156544812595749,0.44498009563739,0.144283043818431,0.482860479106285,0.50839130139569,0.458269816420211,0.470392991217628,0.438868422102237,0.393264445498725,0.395818652648205,0.269546305251784,0.181210721207591,0.191933749894653,0.226032371585615,0.565150237895358,0.52434762140977,0.400405838249322,0.111985762293662,0.141724677829257,0.401302260232629,0.142732008664649,0.404081534166716,0.334077909829904,0.330038380726531,0.386031682213373,0.439267188958154,0.33103235392733,0.251947367975555,0.163623549013213,0.325621092106992,0.229118261269653,0.416200412041584,0.431437983412952,0.321019778457482,0.487720268449787,0.412129798950347,0.527232642873177,0.381224454818184,0.426096131958769,0.276765209958323,0.145448176887161,0.0897110847833801,0.0933959648779087,0.355381430550081,0.568808053361016,0.449172585342762,0.340205080105488,0.31081056391004,0.415719912127635,0.241055811472812,0.109282260738678,0.504137838283962,0.327869736994867,0.0813705531778917,0.140558431093426,0.366730501331494,0.351218011167028,0.380449606917892,0.044760872479305,0.513409113622004,0.381185425416656,0.425736211654649,0.0545080651920562,0.225323609810338,0.17455679751399,0.346126676194337,0.276300106281453,0.382675920455471,0.143828121366619,0.0968726252810984,0.100194697410427,0.445467349449838,0.0896565261883476,0.503705704235634,0.188712663889884
0.195045367944398,0.804309398655177,0.145734343887164,0.1384012911725,0.160448669007449,0.587257388652188,0.341377301898088,0.314144770855265,0,0.595768192150328,0.543069731208944,0.204028030974744,0.105418718548849,0.193754425655781,0.212912684258488,0.198864277287882,0.197014005927196,0.0782818435274505,0.103053908957091,0.169432668207148,0.133749444885886,0.199247327576112,0.169527313661512,0.205262988031559,0.148489248248038,0.16846368828932,0.125917381267748,0.114778450518577,0.100803070757463,0.0736134761125555,0.489927412524971,0.505986874364659,0.156871881006708,0.265948178982709,0.210422541246401,0.142195198207895,0.416965635057998,0.241032939513594,0.117510606558676,0.454636427101569,0.153148992317602,0.0391972617195872,0.0228532370567755,0.0776345246442402,0.134282021865232,0.127200056598264,0.563783237483435,0.477681294627645,0.159821455576084,0.531991326572112,0.112589605278714,0.1796177557492,0.103422105739406,0.176794549915478,0.10180121532747,0.213376485689774,0.0705009180921319,0.137552533677679,0.588757206988748,0.457107557682367,0.403847417343974,0.302636685705918,0.0476553343838523,0.281599738650848,0.168989234492112,0.064525584705722,0.0736387910030913,0.128835043332447,0.156623266143769,0.395091427358388,0.190945064156635,0.0985396195307775,0.376610647472218,0.449419495848034,0.676708890551824,0.0678532935586057,0.10528411127699,0.33088456579837,0.23596065191068,0.0850862430950261,0.134084662866066,0.34686620715405,0.450419892060332,0.419446437829113,0.136688273972208,0.046641871453994,0.0761302617226845,0.446291929536587,0.405523464606222,0.392784897979748,0.138545423235112,0.403792674302169,0.190992809996821,0.186939073584212
0.440782894240973,0.79299218959149,0.624766661506125,0.629605381151071,0.614576911272175,0.0255603236121142,0.28092278615111,0.292913104597202,0.595768192150328,0,0.0565178012661019,0.798024087498367,0.597008554908102,0.730598605800783,0.782246860204745,0.436111169878435,0.79273158273425,0.665501780700113,0.697042949492966,0.44909262622748,0.729415119400254,0.436301897006429,0.764773865414439,0.769382448182825,0.743785805551974,0.759377693607153,0.721582277051269,0.684829590575659,0.685227093251179,0.560498493805199,0.185714019926326,0.126710849078318,0.517676674581945,0.818352560565675,0.804319290385232,0.693221698576725,0.181723567128783,0.423976340922646,0.69248458948141,0.153611843742863,0.696994603097865,0.607462176578334,0.607775789112251,0.671610934643588,0.726890775073841,0.623799944738757,0.147763293762738,0.147351982719838,0.616484057369843,0.0642243473948627,0.684258892941341,0.724293914207321,0.613861291703935,0.772496319717451,0.69703156335172,0.807453970554311,0.665634194138263,0.684022772092515,0.0588033857494802,0.150611594861862,0.210942411117684,0.355440373353884,0.640589689581814,0.861292585623304,0.741416343595713,0.630292212732891,0.602459724700196,0.706806366096465,0.47878402181772,0.200823245246977,0.778154501278643,0.620562145357287,0.219929195636224,0.204117001495902,0.194033037499866,0.640938099304572,0.672028709413966,0.266319267168683,0.806219274062654,0.648483973916306,0.716320741713763,0.250318161181604,0.202787836858834,0.198748027714444,0.638774797680513,0.563459194663065,0.668899378421945,0.22345995683996,0.196048423707136,0.203103026387318,0.732388947764797,0.210983230002967,0.786541894822429,0.478668079464251
